QUESTION_ID,QUESTION,ANS_LONG,IS_ON_TOPIC,ANS_SHORT
1000057569,How are you different from Bing?,"<h1 class=""topicTitle"">Why is Watson Engagement Advisor better than a key word search of my data?</h1> <p>Watson is not a search engine. Search engines scan the internet for content; some good, some bad. Search relies on factors such as keywords to bring up thousands of web pages that may - or may not -- hold the answer to what user is asking.
</p><p>Watson - on the other hand -- understands the nuances of human language, so it is able to bring back relevant responses in context of the question. Watson also gets smarter, learning from interaction with its users, and each piece of data it ingests. http://www.youtube.com/watch?v=np1sJ08Q7lw.</p><span>
</span>",TRUE,
1000057570,How big are you?,"<h1 class=""topicTitle"">How big is Watson?</h1> <p>Watson solutions are powered by massively parallel Power hardware and are offered as a service through the cloud for greater elasticity and scalability. They can be accessed by many simultaneous users through their choice of devices like smart phones and tablets.</p><span>
</span>",TRUE,
1000057572,How can I benefit from a Watson solution?,"<h1 class=""topicTitle"">How can we pilot a Watson solution?</h1> <p>Planning a strategy to develop and deploy an IBM Watson solution entails a thorough understanding of the goals, requirements, roles, tools, processes and services.
</p><p>The Watson solution methodology defines the process for creating a domain-specific solution that exploits IBM Watson technology. It provides a detailed description that spans engaging with a customer to identify a need to running a Watson solution.
</p><p>The methodology guides you through the lifecycle of a Watson solution and includes processes for engagement, development, integration, and deployment. It includes phases to qualify, ready, adapt, and run a Watson solution. The phases are part of the process for engaging with clients on a target solution as the following image shows.
</p><p>The qualify phase is part of the engagement process to assess readiness for planning a Watson solution. The ready phase prepares for the adaptation process of building and training a system in a development environment. A pilot of the solution can then be run and tested in a production mode.
</p>",TRUE,
1000057573,How can I buy Watson?,"<h1 class=""topicTitle"">Who is my local Sales representative?</h1> <p>You can contact us at ibmwatson@us.ibm.com or tweet us at @IBMWatson to reach out to your local sales representative.
</p>",TRUE,
1000057574,How can I get Watson?,"<h1 class=""topicTitle"">Can I purchase Watson?</h1> <p>You can contact us at ibmwatson@us.ibm.com or tweet us at @IBMWatson to reach out to your local sales representative.
</p>",TRUE,
1000057575,How can I know if Watson needs more data to answer my question?,"<h1 class=""topicTitle"">What does Watson do if it does not know the answer to a question?</h1> <p>If IBM Watson isn't confident that it has a correct answer, it will respond that it is not sure it has the correct answer, but recommend a couple answers that may fit the question asked.
</p>",TRUE,
1000057576,How can I verify that the information in Watson is correct?,"<h1 class=""topicTitle"">How can I verify the information in Watson is correct?</h1> <p>Our customers work with us to define which information should be used by Watson. Additionally, there is a multi-layered validation to ensure that Watson is being taught the correct information.
</p>",TRUE,
1000037500,Adios,,FALSE,
1000057578,How can Watson help in banking?,"<h1 class=""topicTitle"">How can Watson help in finance?</h1> <p>There are a number of potential FSS use cases including providing direct access to clients for customer service and helping financial advisors make more personalized recommendations for clients. For example, Australia's ANZ Banking Group is looking to use Watson's data-informed insights to offer smarter, faster financial recommendations to its 2 million wealth management clients. <a href=""http://asmarterplanet.com/blog/2013/05/advice.html"">http://asmarterplanet.com/blog/2013/05/advice.html</a>.</p><span>
</span>",TRUE,
1000057579,How can Watson help in healthcare?,"<h1 class=""topicTitle"">Watson transforming healthcare</h1> <p>IBM has partnered with a range of healthcare organizations to help transform how medicine is practiced, paid for and taught, with the help of Watson-powered solutions. This includes collaborations with Memorial Sloan-Kettering Cancer Center, WellPoint, the University of Texas MD Anderson Cancer Center, and Cleveland Clinic Lerner College of Medicine of Case Western Reserve University. 
</p>",TRUE,
1000057580,How can Watson help patients?,"<h1 class=""topicTitle"">How does Watson help doctors fight cancer?</h1> <p>Watson can help doctors improve the quality of patient care by improving the ability of a clinician to accurately apply relevant information to the care and treatment of a patient. https://www.youtube.com/watch?v=JLEpanWl9Fs.</p><span>
</span>",TRUE,
1000057581,How do I add new terms?,,FALSE,
1000057582,How do I ask Watson questions?,"<h1 class=""topicTitle"">Are there any guidelines on how to properly ask Watson a question to get a more accurate answer?</h1> <p>Use the following guidelines to evaluate the suitability of a specific solution.
</p><p>- The answers must be found in the content that is uploaded from the knowledge content.
</p><p>- Answers must be explicit in the content; for example, Watson Engagement Advisor cannot synthesize answers. Watson cannot yet combine information from various documents or create an answer that is a deduction from passages it finds.
</p><p>- Questions must not require Watson to make judgments.
</p><p>- Descriptive questions can be approximately one to three sentences in length. Long paragraphs are not good questions.
</p><p>- Questions should require answers of a small paragraph (about three sentences) or less. Longer answers are allowed if the answer is a list that exists in the text.
</p><p>- Procedural questions should be the same question length as descriptive questions.
</p><p>- Answers are the length of a document section that documents a procedure.
</p>",TRUE,
1000057583,How do I get to New Mexico?,,FALSE,
1000057586,How do I know if Watson's answer is correct?,"<h1 class=""topicTitle"">What does Watson do if it does not know the answer to a question?</h1> <p>If IBM Watson isn't confident that it has a correct answer, it will respond that it is not sure it has the correct answer, but recommend a couple answers that may fit the question asked.
</p>",TRUE,
1000057587,How do I know Watson Engagement Advisor won't say something inappropriate?,"<h1 class=""topicTitle"">When my customer asks a question, how do I know Watson Engagement Advisor won't say something inappropriate?</h1> <p>Watson Engagement Advisor does not synthesize its answers. It returns the information with which it has been trained. The training incorporates a tiered process to ensure that there can be multiple checks employed to validate that Watson is returning the appropriate answers.
</p>",TRUE,
1000057588,How do I upload documents?,"<h1 class=""topicTitle"">Watson Engagement Advisor Overview of corpus management</h1> <p>As someone responsible for uploading documents to Watson Experience Manager, you begin the process that allows Watson to learn. You identify the content that Watson needs and upload it by using the Corpus management tool.
</p><p>You can use the Corpus management tool if you are assigned the role either of uploading documents or of managing the corpus. The administrator of Experience Manager defines who can access the tools. In the Corpus management tool, you can accomplish the following things:
</p><p>-- Upload documents. Documents that you upload are available to people who are managing question and answers in the Expert training tool. Uploaded documents also become part of the corpus that Watson uses to answer questions. To upload documents, you drag documents from your workstation to the Corpus management tool or click Upload Document.</p>
<p>-- View uploaded documents. You can view HTML and PDF documents.
</p><p>-- Download documents to save or view them on your workstation.
</p><p>-- View information about uploaded documents. For example, you can view the state of the document, who uploaded it and when, the size of the document, and what type of file it is.
</p><p>-- Add and remove tags to uploaded documents and filter documents by tag. You use tags to help categorize and find documents in the Corpus management tool. You view and work with tags by expanding a document row. Tags also identify the folder name of documents that are part of compressed files (such as a .zip file). Experience Manager tags each document from the compressed file with the name of the subfolder that contains the document.
</p><p>-- Delete invalid documents. Deleting a document from Experience Manager does not delete the file from your workstation.
</p><p>-- If you are assigned the role of managing the corpus, you can create a corpus and deploy it to the test instance. Documents in a corpus that is deployed to test are used in the Test tool. You can also view a report about the corpus.
</p>",TRUE,
1000037502,Are there any guidelines on how to properly ask Watson a question to get a more accurate answer?,"<h1 class=""topicTitle"">Are there any guidelines on how to properly ask Watson a question to get a more accurate answer?</h1> <p>Use the following guidelines to evaluate the suitability of a specific solution.
</p><p>- The answers must be found in the content that is uploaded from the knowledge content.
</p><p>- Answers must be explicit in the content; for example, Watson Engagement Advisor cannot synthesize answers. Watson cannot yet combine information from various documents or create an answer that is a deduction from passages it finds.
</p><p>- Questions must not require Watson to make judgments.
</p><p>- Descriptive questions can be approximately one to three sentences in length. Long paragraphs are not good questions.
</p><p>- Questions should require answers of a small paragraph (about three sentences) or less. Longer answers are allowed if the answer is a list that exists in the text.
</p><p>- Procedural questions should be the same question length as descriptive questions.
</p><p>- Answers are the length of a document section that documents a procedure.
</p>",TRUE,
1000057590,How do i use Watson?,"<h1 class=""topicTitle"">What are the types of things Watson can help me with?</h1> <p>The possibilities with IBM Watson are only beginning. Organizations can use Watson to transform how they interact with their customers, find relationships in disparate and unstructured data sources, and build out the next generation of mobile applications.
</p><p>For more information, visit www.ibmwatson.com, contact us at ibmwatson@us.ibm.com, or tweet us at @IBMWatson to reach out to your local sales representative.
</p>",TRUE,
1000057592,How do you build a solution?,"<h1 class=""topicTitle"">Building a Watson solution</h1> <p>Building a Watson solution is enabled by using a collection of supported tools and processes that a team of users performs to help train and teach Watson to become a domain-specific solution. IBM Watson Experience Manager is a suite of tools to help enable the process to build a Watson solution. Experience Manager provides tools for each of the different user roles to do their job.
</p><p>Watson Experience Manager is for domain and subject matter experts, administrators, managers, and user interface developers to train, customize, and monitor a Watson application.
</p><p>Watson Experience Manager applications are hosted and managed by the IBM Cloud Technology and Support (WCTS) team, and available through a web interface. Each Watson instance is made available through a URL from WCTS.
</p>",TRUE,
1000057593,How do you compare with a search engine?,"<h1 class=""topicTitle"">Why is Watson Engagement Advisor better than a key word search of my data?</h1> <p>Watson is not a search engine. Search engines scan the internet for content; some good, some bad. Search relies on factors such as keywords to bring up thousands of web pages that may - or may not -- hold the answer to what user is asking.
</p><p>Watson - on the other hand -- understands the nuances of human language, so it is able to bring back relevant responses in context of the question. Watson also gets smarter, learning from interaction with its users, and each piece of data it ingests. http://www.youtube.com/watch?v=np1sJ08Q7lw.</p><span>
</span>",TRUE,
1000057594,How do you ingest data in Watson?,"<h1 class=""topicTitle"">How does Watson ingest data?</h1> <p>First, the data required to support a specific use case is identified. The data, in a process known as &quot;ingestion,&quot; is then pre-processed, indexed, and stored in Watson's clustered file system before it is used.</p><span>
</span>",TRUE,
1000057595,How do you learn?,"<h1 class=""topicTitle"">How Watson Engagement Advisor Learns</h1> <p>Just as people continue to learn after their formal education, Watson continues to learn from experience after it is deployed. In real life, people learn from feedback that they receive from others and from new material they read or ingest. Watson is no different.
</p><p>When a user confirms that one of the responses from Watson is correct, in particular, if that answer is one that Watson ranked second or third, and not the most likely answer, then Watson can use that feedback to learn. The system is able to capture these questions and correct answers and append them to the training set that was initially used to train Watson for the specific domain.
</p><p>It is not efficient for Watson to retrain on one question at a time. Watson batches new questions, and when the wanted threshold is met, a training process can be run to improve how Watson handles future questions. This cycle can continue on an ongoing basis so that Watson continues to perform more accurately.
</p>",TRUE,
1000057596,How do you measure accuracy?,"<h1 class=""topicTitle"">How is accuracy measured?</h1> <p>Precision measures the percentage of questions the system gets right out of those it chooses to answer.
</p><p>Accuracy refers to the precision if all questions are answered. In other words, this is the percentage of correct answers for all questions asked. Accuracy can be measured in terms of how highly ranked the correct answer is in the final answer set. So, &quot;accuracy at one,&quot; would measure how often the correct answer is the top ranked position. For some applications, the correct answer might have to be only in the top five (or top &quot;n&quot;), so accuracy at 5 (or accuracy at &quot;n&quot;) might be the more appropriate metric to track.
</p>",TRUE,
1000057597,How do you spell Watson?,,FALSE,
1000057599,How does a prospective partner get started?,"<h1 class=""topicTitle"">How can I get access to Watson?</h1> <p>You can contact us at ibmwatson@us.ibm.com or tweet us at @IBMWatson to reach out to your local sales representative.
</p>",TRUE,
1000057603,How does Watson compare to google and bing?,"<h1 class=""topicTitle"">Why is Watson Engagement Advisor better than a key word search of my data?</h1> <p>Watson is not a search engine. Search engines scan the internet for content; some good, some bad. Search relies on factors such as keywords to bring up thousands of web pages that may - or may not -- hold the answer to what user is asking.
</p><p>Watson - on the other hand -- understands the nuances of human language, so it is able to bring back relevant responses in context of the question. Watson also gets smarter, learning from interaction with its users, and each piece of data it ingests. http://www.youtube.com/watch?v=np1sJ08Q7lw.</p><span>
</span>",TRUE,
1000057604,How does Watson compute?,"<h1 class=""topicTitle"">How does Watson work?</h1> <p>For a detailed explanation of how Watson works, see our special issue <a href=""http://ieeexplore.ieee.org/xpl/tocresult.jsp?isnumber=6177717"">This is Watson</a> published in the <a href=""http://www.research.ibm.com/journal/"">IBM Journal of Research and Development</a>.
</p>",TRUE,
1000057606,How does Watson exclude or remove outdated information?,"<h1 class=""topicTitle"">Do the answers that Watson provides change as new information becomes available?</h1> <p>The answers could change as new information becomes available. As part of the learning process, Watson will evaluate whether the latest evidence should be used or evidence needs to pass a different validation criteria before it can be used.
</p>",TRUE,
1000037505,Are there Watson mobile apps available?,"<h1 class=""topicTitle"">Helping Developers Create a New Class of Cognitive Apps</h1> <p>IBM is also extending the reach of cognitive computing by introducing new cognitive services that will be available on <a href=""http://www.ibm.com/smarterplanet/us/en/ibmwatson/developercloud/"">IBM Bluemix</a>, IBM's cloud-based platform for mobile and web app development. Bluemix runs on SoftLayer, IBM's global cloud infrastructure. Now with little to no barrier to entry to cognitive tools, Bluemix users can access an evolving set of APIs and content to build apps, powered by Watson, that help accelerate, enhance, and scale human expertise for confident decision making.
</p>",TRUE,
1000057611,How does Watson use api?,"<h1 class=""topicTitle"">Using Watson Developer Cloud cognitive services</h1> <p>The IBM Watson Developer Cloud provides a portfolio of content and services through application programming interfaces (APIs) to help create a new generation of cognitive applications to enhance, scale and augment human expertise. The services make direct participation in the era of cognitive systems available to everyone who shares the goal of a new partnership between people and computers. Watson Explorer provides the ability to integrate a growing list of these services for a true cognitive exploration experience by leveraging the combined strength of exploration, analytic and cognitive capabilities. Examples of available services include Question and Answer, User Modeling, and Relationship Extraction. Figure 4 provides an example of the use of the Question and Answer and User Modeling services within a Watson Explorer 360-degree information application to improve customer engagement and help increase customer lifetime value.
</p>",TRUE,
1000057612,How does Watson use nlp?,"<h1 class=""topicTitle"">What natural language technology does Watson use?</h1> <p>Watson's NLP capabilities parse language to evaluate and score approximately 120 linguistic features. Examples include: temporal conditions, spatial conditions, text proximity of key concepts within a passage, and concept relationships as captured in a knowledge graph. https://www.youtube.com/watch?v=DywO4zksfXw.</p><span>
</span>",TRUE,
1000057613,How fast will I get a response when I ask WEA a question?,"<h1 class=""topicTitle"">How fast will I get a response when I ask Engagement Advisor a question?</h1> <p>The quickness at which an Engagement Advisor user receives an answer will depend on multiple factors, including the end device type, the network being utilized by the user, and the latency to that user's device.
</p>",TRUE,
1000057614,How is ANZ using Watson?,"<h1 class=""topicTitle"">Is Watson working at ANZ Bank?</h1> <p>Australia's ANZ Banking Group is looking to use Watson's data-informed insights to offer smarter, faster financial recommendations to its 2 million wealth management clients. <a href=""http://asmarterplanet.com/blog/2013/05/advice.html"">http://asmarterplanet.com/blog/2013/05/advice.html</a>.</p><span>
</span>",TRUE,
1000057615,How is content ingested in Watson?,"<h1 class=""topicTitle"">How does Watson ingest data?</h1> <p>First, the data required to support a specific use case is identified. The data, in a process known as &quot;ingestion,&quot; is then pre-processed, indexed, and stored in Watson's clustered file system before it is used.</p><span>
</span>",TRUE,
1000057618,How is search different from cognition?,"<h1 class=""topicTitle"">Why is Watson Engagement Advisor better than a key word search of my data?</h1> <p>Watson is not a search engine. Search engines scan the internet for content; some good, some bad. Search relies on factors such as keywords to bring up thousands of web pages that may - or may not -- hold the answer to what user is asking.
</p><p>Watson - on the other hand -- understands the nuances of human language, so it is able to bring back relevant responses in context of the question. Watson also gets smarter, learning from interaction with its users, and each piece of data it ingests. http://www.youtube.com/watch?v=np1sJ08Q7lw.</p><span>
</span>",TRUE,
1000057619,How is spss used?,"<h1 class=""topicTitle"">IBM SPSS Statistics</h1> <p>IBM SPSS Statistics software is used by a variety of customers to solve industry specific business issues to drive quality decision-making. Methods like forecasting, analyzing trends and assumption validation can provide a robust, user friendly platform to understand your data and solve complex business and research problems.
</p>",TRUE,
1000057620,How is Watson a learning system?,"<h1 class=""topicTitle"">Watson Engagement Advisor learns over time</h1> <p>Watson learns from its interactions with customers. It becomes more confident in answering questions as usage of the system grows.
</p>",TRUE,
1000057621,How is Watson applied in finance,"<h1 class=""topicTitle"">How can Watson help in finance?</h1> <p>There are a number of potential FSS use cases including providing direct access to clients for customer service and helping financial advisors make more personalized recommendations for clients. For example, Australia's ANZ Banking Group is looking to use Watson's data-informed insights to offer smarter, faster financial recommendations to its 2 million wealth management clients. <a href=""http://asmarterplanet.com/blog/2013/05/advice.html"">http://asmarterplanet.com/blog/2013/05/advice.html</a>.</p><span>
</span>",TRUE,
1000057622,How is Watson delivered?,"<h1 class=""topicTitle"">Is Watson an on premise solution?</h1> <p>IBM Watson is delivered as a cloud solution.
</p>",TRUE,
1000057623,How is Watson differ from what siri does?,"<h1 class=""topicTitle"">What's the difference between Siri and Watson?</h1> <p>While Siri acts much like a voice activated search engine, identifying the closest match to the user input and referencing it including activating built-in mobile device functions. In contrast, Watson is unique in that it is fundamentally reasoning over unstructured information. Watson is actually taking the entire thought process from a person in the way they naturally speak, hypothesizing what the user is asking for, and then returning a high-confidence response.</p><span>
</span>",TRUE,
1000057624,How is Watson different from Google ?,"<h1 class=""topicTitle"">Why is Watson Engagement Advisor better than a key word search of my data?</h1> <p>Watson is not a search engine. Search engines scan the internet for content; some good, some bad. Search relies on factors such as keywords to bring up thousands of web pages that may - or may not -- hold the answer to what user is asking.
</p><p>Watson - on the other hand -- understands the nuances of human language, so it is able to bring back relevant responses in context of the question. Watson also gets smarter, learning from interaction with its users, and each piece of data it ingests. http://www.youtube.com/watch?v=np1sJ08Q7lw.</p><span>
</span>",TRUE,
1000057625,How is Watson different from google now,"<h1 class=""topicTitle"">Why is Watson Engagement Advisor better than a key word search of my data?</h1> <p>Watson is not a search engine. Search engines scan the internet for content; some good, some bad. Search relies on factors such as keywords to bring up thousands of web pages that may - or may not -- hold the answer to what user is asking.
</p><p>Watson - on the other hand -- understands the nuances of human language, so it is able to bring back relevant responses in context of the question. Watson also gets smarter, learning from interaction with its users, and each piece of data it ingests. http://www.youtube.com/watch?v=np1sJ08Q7lw.</p><span>
</span>",TRUE,
1000057626,How is Watson helping cure cancer?,"<h1 class=""topicTitle"">How does Watson help doctors fight cancer?</h1> <p>Watson can help doctors improve the quality of patient care by improving the ability of a clinician to accurately apply relevant information to the care and treatment of a patient. https://www.youtube.com/watch?v=JLEpanWl9Fs.</p><span>
</span>",TRUE,
1000057627,How is Watson hosted?,"<h1 class=""topicTitle"">I understand Watson is hosted, but is there an on-premise version?</h1> <p>Watson solutions are powered by massively parallel Power hardware and are offered as a service through the cloud for greater elasticity and scalability. They can be accessed by many simultaneous users through their choice of devices like smart phones and tablets.</p><span>
</span>",TRUE,
1000057628,How is WEA different from Google?,"<h1 class=""topicTitle"">Why is Watson Engagement Advisor better than a key word search of my data?</h1> <p>Watson is not a search engine. Search engines scan the internet for content; some good, some bad. Search relies on factors such as keywords to bring up thousands of web pages that may - or may not -- hold the answer to what user is asking.
</p><p>Watson - on the other hand -- understands the nuances of human language, so it is able to bring back relevant responses in context of the question. Watson also gets smarter, learning from interaction with its users, and each piece of data it ingests. http://www.youtube.com/watch?v=np1sJ08Q7lw.</p><span>
</span>",TRUE,
1000057629,How long does it take to configure WEA?,"<h1 class=""topicTitle"">How long does it take to implement Watson Engagement Advisor?</h1> <p>The Watson Engagement Advisor is designed to be easily implemented by our customers. The length of implementation time will vary depending on the use case, the domain, the ability to gather a set of real questions from representative users, and the ability to gather the information that would contain the answers to the users' questions.
</p>",TRUE,
1000037509,Are you Skynet?,"<h1 class=""topicTitle"">What is the difference between Watson and artificial intelligence?</h1> <p>Cognitive computing systems learn and interact naturally with people to extend what either humans or machines could do on their own. They help humans make better decisions by penetrating the complexity of Big Data. <a href=""http://www.youtube.com/watch?v=np1sJ08Q7lw"">http://www.youtube.com/watch?v=np1sJ08Q7lw</a>.</p>
<p>While IBM Watson uses elements of AI such as machine learning, cognitive computing represents an entirely new shift in technology.
</p>",TRUE,
1000057633,How many partners are in the Watson Ecosystem?,"<h1 class=""topicTitle"">Who are the ecosystem partners?</h1> <p>While our community of ecosystem partners continues to grow as IBM collaborates with a variety of organizations to develop innovative applications, our current ecosystem partners include Fluid, Inc., which has developed an expert personal shopping app powered by IBM Watson to offer consumers natural dialogue-driven assistance to help arrive at the best possible purchase; MD Buyline, whose Hippocrates application will give users access to a research assistant that provides fast, evidence-based recommendations from a wealth of data, to help medical organizations make the best decisions for their physicians and patients; Welltok, Inc., which is developing an app that will create Intelligent Health Itineraries for consumers; Healthline, a leading provider of health information, data and technology solutions; and Elance, clouds where app providers can tap into highly-skilled freelancers.
</p>",TRUE,
1000057635,How many tigers are in the wild?,,FALSE,
1000057636,How many tigers are left in the wild?,,FALSE,
1000057637,How much do you cost?,"<h1 class=""topicTitle"">How much does Watson cost?</h1> <p>There is no single answer. Costs are based on such things as use case, degree of customization, volume of data ingested, configuration and training, and usage.
</p>",TRUE,
1000057638,How much does engagement advisor cost,"<h1 class=""topicTitle"">How much does Watson cost?</h1> <p>There is no single answer. Costs are based on such things as use case, degree of customization, volume of data ingested, configuration and training, and usage.
</p>",TRUE,
1000057639,How much does it cost to get Watson?,"<h1 class=""topicTitle"">How much does Watson cost?</h1> <p>There is no single answer. Costs are based on such things as use case, degree of customization, volume of data ingested, configuration and training, and usage.
</p>",TRUE,
1000057640,How much does Watson cost to purchase?,"<h1 class=""topicTitle"">How much does Watson cost?</h1> <p>There is no single answer. Costs are based on such things as use case, degree of customization, volume of data ingested, configuration and training, and usage.
</p>",TRUE,
1000057642,How quickly can I get started with engagement advisor,"<h1 class=""topicTitle"">How can I use Watson?</h1> <p>The Watson Developer Cloud is now available through IBM Bluemix. Developers can access Watson services through a variety of APIs as well as preingested data sets, enabling our clients and partners to get started working with Watson right away and significantly reducing time to value.
</p>",TRUE,
1000057643,How r u?,,FALSE,
1000037512,Can I have an evaluation trial of Watson?,"<h1 class=""topicTitle"">Can I have an evaluation trial of Watson?</h1> <p>Not at this time.
</p>",TRUE,
1000057651,How will this announcement deliver value to end user clients?,,FALSE,
1000057652,How will this announcement deliver value to IBM clients and their end customers?,,FALSE,
1000057654,How will Watson be commercialised?,"<h1 class=""topicTitle"">What companies are using Watson?</h1> <p>Organizations across industries are in various stages of development and deployment. Public announcements have included USAA, ANZ, and DBS. IBM Watson is also in development within health care with WellPoint, Memorial Sloan Kettering, and MD Anderson, as well as the Cleveland Clinic with Watson Paths.
</p><p>Additionally, companies such as Fluid Retail, MD Buyline, and WellTok are currently building out Watson applications within the Watson Ecosystem program.
</p>",TRUE,
1000057655,I want PIZZA,,FALSE,
1000057656,"If I'm asked to speak about Watson, what are the main points I should cover?",,FALSE,
1000057657,Is there a talent certification program?,"<h1 class=""topicTitle"">What is available in the Watson Ecosystem?</h1> <p>As part of our outreach, we are expanding the Watson Ecosystem to a larger audience, <a href=""http://asmarterplanet.com/blog/2014/08/spurring-silicon-valley-entrepreneurs-think-cloud.html"">providing easier access to Watson technology via Bluemix</a>. Pre-trained content in areas such as general knowledge, healthcare and financial services will help facilitate rapid prototype development. Cognitive skills affirmed via our certification program and Talent Hub will help build the future. We have grown our partnership program more than 30x over 10 short months, and can't wait to see how it accelerates with our new offerings and global footprint.
</p>",TRUE,
1000057658,Is there a talent program for Watson?,,FALSE,
1000057659,Is there a Watson api?,"<h1 class=""topicTitle"">Using Watson Developer Cloud cognitive services</h1> <p>The IBM Watson Developer Cloud provides a portfolio of content and services through application programming interfaces (APIs) to help create a new generation of cognitive applications to enhance, scale and augment human expertise. The services make direct participation in the era of cognitive systems available to everyone who shares the goal of a new partnership between people and computers. Watson Explorer provides the ability to integrate a growing list of these services for a true cognitive exploration experience by leveraging the combined strength of exploration, analytic and cognitive capabilities. Examples of available services include Question and Answer, User Modeling, and Relationship Extraction. Figure 4 provides an example of the use of the Question and Answer and User Modeling services within a Watson Explorer 360-degree information application to improve customer engagement and help increase customer lifetime value.
</p>",TRUE,
1000057660,Is Watson a learning system?,"<h1 class=""topicTitle"">Watson Engagement Advisor learns over time</h1> <p>Watson learns from its interactions with customers. It becomes more confident in answering questions as usage of the system grows.
</p>",TRUE,
1000057661,Is Watson a man or a women ?,,FALSE,
1000057663,Is Watson a search engine?,"<h1 class=""topicTitle"">Why is Watson Engagement Advisor better than a key word search of my data?</h1> <p>Watson is not a search engine. Search engines scan the internet for content; some good, some bad. Search relies on factors such as keywords to bring up thousands of web pages that may - or may not -- hold the answer to what user is asking.
</p><p>Watson - on the other hand -- understands the nuances of human language, so it is able to bring back relevant responses in context of the question. Watson also gets smarter, learning from interaction with its users, and each piece of data it ingests. http://www.youtube.com/watch?v=np1sJ08Q7lw.</p><span>
</span>",TRUE,
1000057664,Is Watson a supercomputer?,"<h1 class=""topicTitle"">How can I describe Watson?</h1> <p>Watson is not a search engine and should not be referred to as such.
</p><p>Watson should never be referred to as a &quot;game playing machine.&quot; Its technology holds potential that reaches far beyond the quiz show competition used as a way to demonstrate Watson's abilities.
</p><p>Watson should not be referred to as a &quot;super&quot; Computer. It is buily on commercially available P7 Power System (4) and should be positioned as such.
</p><p>Watson is not a breakthrough in speech recognition and should never be referred to as a speech recognition engine. Watson is a breakthrough in natural language processing.
</p><p>Watson is not a product that someone can buy off the shelf. It needs to be customized for whatever task it is charged with; e.g., in the legal domain it needs to be tuned to that type of activity.
</p>",TRUE,
1000057665,"Is Watson a technology, a tool, an application, or a solution?","<h1 class=""topicTitle"">Are you software? Hardware? Or a service?</h1> <p>IBM Watson is an unmatched combination of software, hardware, and services.
</p>",TRUE,
1000057666,Is Watson accessible on mobile devices?,"<h1 class=""topicTitle"">Helping Developers Create a New Class of Cognitive Apps</h1> <p>IBM is also extending the reach of cognitive computing by introducing new cognitive services that will be available on <a href=""http://www.ibm.com/smarterplanet/us/en/ibmwatson/developercloud/"">IBM Bluemix</a>, IBM's cloud-based platform for mobile and web app development. Bluemix runs on SoftLayer, IBM's global cloud infrastructure. Now with little to no barrier to entry to cognitive tools, Bluemix users can access an evolving set of APIs and content to build apps, powered by Watson, that help accelerate, enhance, and scale human expertise for confident decision making.
</p>",TRUE,
1000057667,Is Watson available on mobile ?,"<h1 class=""topicTitle"">Helping Developers Create a New Class of Cognitive Apps</h1> <p>IBM is also extending the reach of cognitive computing by introducing new cognitive services that will be available on <a href=""http://www.ibm.com/smarterplanet/us/en/ibmwatson/developercloud/"">IBM Bluemix</a>, IBM's cloud-based platform for mobile and web app development. Bluemix runs on SoftLayer, IBM's global cloud infrastructure. Now with little to no barrier to entry to cognitive tools, Bluemix users can access an evolving set of APIs and content to build apps, powered by Watson, that help accelerate, enhance, and scale human expertise for confident decision making.
</p>",TRUE,
1000057668,Is Watson CaaS?,"<h1 class=""topicTitle"">Is Watson CaaS (cognition as a service)?</h1> <p>CaaS (cognition as a service) is not a broadly recognized term, but Watson is offered as a hosted service.
</p>",TRUE,
1000057669,Is Watson connected to the Internet?,"<h1 class=""topicTitle"">Does Watson use the internet?</h1> <p>Watson is entirely self-contained, meaning it is not connected to the Internet. Watson's technology understands what is being asked, analyzes millions of pieces of information and provides the best answer it can based on the evidence it finds.
</p>",TRUE,
1000057670,Is Watson like skynet?,"<h1 class=""topicTitle"">What is the difference between Watson and artificial intelligence?</h1> <p>Cognitive computing systems learn and interact naturally with people to extend what either humans or machines could do on their own. They help humans make better decisions by penetrating the complexity of Big Data. <a href=""http://www.youtube.com/watch?v=np1sJ08Q7lw"">http://www.youtube.com/watch?v=np1sJ08Q7lw</a>.</p>
<p>While IBM Watson uses elements of AI such as machine learning, cognitive computing represents an entirely new shift in technology.
</p>",TRUE,
1000057671,Is Watson predictive?,"<h1 class=""topicTitle"">Watson Analytics Think ahead</h1> <p>Watson Analytics helps you go where your ideas take you with guided and predictive analytics and recommendations. Pursuing ideas, answering questions, making predictions, and deciding what to do next should be as easy as using an app on your smartphone. And you shouldn't need help from IT or expertise from data scientists. With Watson Analytics, making decisions, anticipating outcomes and taking action can now be a smooth and interesting process. And, if you aren't sure what you need to do, Watson Analytics automatically starts you off with ideas and guides you through analysis so you can find meaning in your information and make better decisions. It even introduces additional capabilities you might find useful as you become bolder and want to dig deeper.
</p>",TRUE,
1000057672,Is Watson scalable?,"<h1 class=""topicTitle"">Can Watson Engagement Advisor scale rapidly if the service takes off?</h1> <p>Watson Engagement Advisor is designed as a cloud offering, delivering powerful capabilities on mobile as well as laptop and desktop devices. It is software as a service where costs are scalable with a subscription or a managed service based model.
</p>",TRUE,
